experiment_id,video_id,model_name,technique_name,rag_enabled,gt_ingredient_count,pred_ingredient_count,true_positives,false_positives
716,CzTIQqfL2xY,Qwen 2.5 3B Instruct,structured-output,false,3,4,3,1
717,CvyhUe2OHtM,Qwen 2.5 3B Instruct,structured-output,false,6,9,6,3
718,CveBqfspTjD,Qwen 2.5 3B Instruct,structured-output,false,6,11,6,5
719,Ct0jllVrFj4,Qwen 2.5 3B Instruct,structured-output,false,4,11,4,7
720,CrGk9SDpNHM,Qwen 2.5 3B Instruct,structured-output,false,4,10,4,6
721,DHKfyyITTE8,Gemma-SEA-LION v4 4B,structured-output,false,6,10,9,2
722,DHm89ozTqeU,Gemma-SEA-LION v4 4B,structured-output,false,1,4,1,3
723,DF4Fc8TTel4,Gemma-SEA-LION v4 4B,structured-output,false,6,8,6,2
724,DDQnLI_zd75,Gemma-SEA-LION v4 4B,structured-output,false,1,3,1,2
725,DCIwgyWvR4-,Gemma-SEA-LION v4 4B,structured-output,false,3,4,3,1
726,C_9nDkNOgWS,Gemma-SEA-LION v4 4B,structured-output,false,1,5,1,4
727,C8f7YMXS75g,Gemma-SEA-LION v4 4B,structured-output,false,2,4,2,2
728,C7kt-JZyx8J,Gemma-SEA-LION v4 4B,structured-output,false,3,6,3,3
729,C7F03BqSAng,Gemma-SEA-LION v4 4B,structured-output,false,5,7,5,2
731,DWArADckv2A,Gemma-SEA-LION v4 4B,structured-output,false,4,6,4,2
732,DV5BZafjOq4,Gemma-SEA-LION v4 4B,structured-output,false,2,2,2,0
733,DV2cZqiGRUl,Gemma-SEA-LION v4 4B,structured-output,false,6,10,6,4
734,DVxWajnjfAI,Gemma-SEA-LION v4 4B,structured-output,false,3,10,3,7
735,DVU9gqREi88,Gemma-SEA-LION v4 4B,structured-output,false,4,8,4,4
736,DWDOV3Ukq2t,Gemma-SEA-LION v4 4B,structured-output,false,6,6,6,0
737,DVxNpsVgbBG,Gemma-SEA-LION v4 4B,structured-output,false,2,6,2,4
738,DVutKvujazg,Gemma-SEA-LION v4 4B,structured-output,false,9,10,9,2
741,DSuE2wWEfXr,Gemma-SEA-LION v4 4B,structured-output,false,2,5,2,3
742,DIxmuuyz0sC,Gemma-SEA-LION v4 4B,structured-output,false,5,8,5,3
743,DE13y7pT_jx,Gemma-SEA-LION v4 4B,structured-output,false,9,8,9,1
744,C67f7RfyFAV,Gemma-SEA-LION v4 4B,structured-output,false,1,8,1,7
747,C0suZXkxaBG,Gemma-SEA-LION v4 4B,structured-output,false,10,10,10,1
748,CxReOIZSoIV,Gemma-SEA-LION v4 4B,structured-output,false,5,6,5,1
749,DElwUdQz-v2,Gemma-SEA-LION v4 4B,structured-output,false,7,9,9,2
750,C9YrfhUS2lK,Gemma-SEA-LION v4 4B,structured-output,false,7,7,7,0
751,DVP2N0hkp7Y,Gemma-SEA-LION v4 4B,structured-output,false,11,10,11,1
753,DNMxd6Lzy1f,Gemma-SEA-LION v4 4B,structured-output,false,5,14,5,9
754,DGw2dWCzWyw,Gemma-SEA-LION v4 4B,structured-output,false,2,3,2,1
755,DGuVfoxTYDz,Gemma-SEA-LION v4 4B,structured-output,false,0,5,0,5
756,CzTIQqfL2xY,Gemma-SEA-LION v4 4B,structured-output,false,9,12,10,3
757,CvyhUe2OHtM,Gemma-SEA-LION v4 4B,structured-output,false,4,9,4,5
758,CveBqfspTjD,Gemma-SEA-LION v4 4B,structured-output,false,2,6,2,4
759,Ct0jllVrFj4,Gemma-SEA-LION v4 4B,structured-output,false,0,13,0,13
761,DHKfyyITTE8,MedGemma 4B,structured-output,false,6,9,8,2
762,DHm89ozTqeU,MedGemma 4B,structured-output,false,1,4,1,3
763,DF4Fc8TTel4,MedGemma 4B,structured-output,false,7,8,7,1
764,DDQnLI_zd75,MedGemma 4B,structured-output,false,1,3,1,2
765,DCIwgyWvR4-,MedGemma 4B,structured-output,false,1,5,1,4
766,C_9nDkNOgWS,MedGemma 4B,structured-output,false,7,9,7,2
767,C8f7YMXS75g,MedGemma 4B,structured-output,false,2,3,2,1
768,C7kt-JZyx8J,MedGemma 4B,structured-output,false,2,10,2,8
769,C7F03BqSAng,MedGemma 4B,structured-output,false,1,1,1,0
770,C6uo2tySRev,MedGemma 4B,structured-output,false,3,4,3,1
771,DWArADckv2A,MedGemma 4B,structured-output,false,5,6,5,1
772,DV5BZafjOq4,MedGemma 4B,structured-output,false,2,2,2,0
773,DV2cZqiGRUl,MedGemma 4B,structured-output,false,1,8,1,7
774,DVxWajnjfAI,MedGemma 4B,structured-output,false,8,10,10,3
777,DVxNpsVgbBG,MedGemma 4B,structured-output,false,5,5,5,0
778,DVutKvujazg,MedGemma 4B,structured-output,false,7,8,7,2
779,DVphyIijuJ_,MedGemma 4B,structured-output,false,2,8,2,6
780,DVkdLI3FtfP,MedGemma 4B,structured-output,false,1,7,1,6
781,DSuE2wWEfXr,MedGemma 4B,structured-output,false,2,5,2,3
782,DIxmuuyz0sC,MedGemma 4B,structured-output,false,5,7,5,2
783,DE13y7pT_jx,MedGemma 4B,structured-output,false,11,10,11,1
784,C67f7RfyFAV,MedGemma 4B,structured-output,false,3,9,3,6
785,C6I4GVsLgnf,MedGemma 4B,structured-output,false,2,4,2,2
786,C3tobkQJ2nA,MedGemma 4B,structured-output,false,3,5,3,2
787,C0suZXkxaBG,MedGemma 4B,structured-output,false,7,10,7,4
788,CxReOIZSoIV,MedGemma 4B,structured-output,false,5,7,5,2
789,DElwUdQz-v2,MedGemma 4B,structured-output,false,0,4,0,4
791,DVP2N0hkp7Y,MedGemma 4B,structured-output,false,0,3,0,3
792,DR6OtTFksZm,MedGemma 4B,structured-output,false,17,11,17,3
793,DNMxd6Lzy1f,MedGemma 4B,structured-output,false,1,13,2,11
796,CzTIQqfL2xY,MedGemma 4B,structured-output,false,10,11,11,1
797,CvyhUe2OHtM,MedGemma 4B,structured-output,false,6,10,6,4
798,CveBqfspTjD,MedGemma 4B,structured-output,false,7,11,7,4
799,Ct0jllVrFj4,MedGemma 4B,structured-output,false,0,7,0,7
800,CrGk9SDpNHM,MedGemma 4B,structured-output,false,9,11,9,2
